Date (UTC),168_to_169.delta,MacVim.dmg
2023-06-14 02:18:31,9234,45936
2023-06-14 03:53:15,9234,45936
2023-06-15 03:53:28,9234,45936
2023-06-16 03:53:35,9234,45936
2023-06-17 03:53:23,9234,45936
2023-06-18 03:53:21,9234,45936
2023-06-19 03:53:28,9234,45936
2023-06-20 03:53:15,9234,45936
2023-06-21 03:53:15,9234,45936
2023-06-22 03:53:29,9234,45936
2023-06-23 03:53:21,9234,45936
2023-06-24 03:53:35,9234,45936
2023-06-25 03:53:22,9234,45936
2023-06-26 03:53:20,9234,45936
2023-06-27 03:53:26,9234,45936
2023-06-28 03:53:27,9234,45936
2023-06-29 03:53:16,9234,45936
2023-06-30 03:53:34,9234,45936
2023-07-01 03:53:24,9234,45936
2023-07-02 03:53:17,9234,45936
2023-07-03 03:53:27,9234,45936
2023-07-04 03:53:22,9234,45936
2023-07-05 03:53:28,9234,45936
2023-07-06 03:53:38,9234,45936
2023-07-07 03:53:16,9234,45936
2023-07-08 03:53:27,9234,45937
2023-07-09 03:53:32,9234,45937
2023-07-10 05:22:22,9234,45937
2023-07-10 07:42:15,9234,45937
2023-07-10 08:00:00,9234,45937
2023-07-10 13:17:40,9234,45937
2023-07-10 17:20:16,9234,45937
2023-07-11 03:53:18,9234,45937
2023-07-11 08:10:13,9234,45937
2023-07-11 12:28:38,9234,45937
2023-07-12 00:38:47,9234,45937
2023-07-12 03:53:17,9234,45937
2023-07-12 09:33:32,9234,45937
2023-07-12 13:31:16,9234,45937
2023-07-13 03:53:35,9234,45937
2023-07-13 14:14:23,9234,45937
2023-07-14 03:53:36,9234,45937
2023-07-15 03:53:26,9234,45937
2023-07-16 03:53:17,9234,45937
2023-07-17 03:53:17,9234,45937
2023-07-18 03:53:16,9234,45937
2023-07-19 04:11:17,9234,45937
2023-07-20 03:53:28,9234,45937
2023-07-21 03:53:14,9234,45937
2023-07-22 03:53:31,9234,45937
2023-07-23 03:53:15,9234,45937
2023-07-24 03:53:16,9234,45937
2023-07-25 03:53:27,9234,45937
2023-07-26 03:53:24,9234,45940
2023-07-27 03:53:19,9234,45940
2023-07-28 03:53:17,9234,45940
